"Index","Nickname","TemplateID","Position"
"936","level1_504","58817","172722.796875,7938.946289,128525.929688"
"937","level1_505","58817","135799.125000,5495.379883,177594.312500"
"938","level3_127","58819","134983.562500,5614.211914,172462.578125"
"939","level4_93","58820","143743.281250,5998.904297,172599.718750"
"940","level3_128","58819","141610.593750,9641.020508,159353.609375"
"941","level3_129","58819","141467.890625,9741.776367,159994.375000"
"942","level1_506","58817","140786.484375,10422.896484,159081.531250"
"943","level1_507","58817","140506.000000,10448.659180,159464.093750"
"944","level1_508","58817","143463.593750,10528.116211,158150.218750"
"945","level1_509","58817","158145.359375,7767.483398,139446.921875"
"946","level1_510","58817","142137.015625,10528.099609,157566.906250"
"947","level3_130","58819","141927.328125,10250.247070,156203.343750"
"948","level1_511","58817","133450.343750,10258.547852,160232.562500"
"949","level2_216","58818","133024.640625,10228.038086,160607.109375"
"950","level4_94","58820","136784.968750,10240.434570,160394.671875"
"951","level2_217","58818","136131.500000,11563.687500,157152.796875"
"952","level1_512","58817","135461.765625,12495.540039,156710.671875"
"953","level4_95","58820","135231.906250,12429.085938,156998.593750"
"954","level4_96","58820","138060.406250,11687.191406,157469.890625"
"955","level1_513","58817","156553.984375,7197.814941,158557.671875"
"956","level1_514","58817","156333.734375,7605.552734,160098.578125"
"957","level2_218","58818","158148.015625,5244.262695,166586.906250"
"958","level4_97","58820","172413.750000,7472.955078,183231.828125"
"959","level1_515","58817","161283.343750,6029.690430,186364.812500"
"960","level1_516","58817","160801.093750,6818.182617,188418.656250"
"961","level1_517","58817","155270.421875,5663.259766,182401.250000"
"962","level3_131","58819","155933.500000,5582.931641,182627.968750"
"963","level4_98","58820","157961.843750,5348.245117,178081.015625"
"964","level2_219","58818","88607.132813,4084.771729,173291.625000"
"965","level1_518","58817","94139.625000,3777.856445,177557.562500"
"966","level2_220","58818","101708.468750,5797.268555,198367.812500"
"967","level1_519","58817","102340.140625,5707.469238,198127.343750"
"968","level3_132","58819","146212.718750,5711.178711,177261.734375"
"969","level2_221","58818","145849.546875,8468.319336,186755.984375"
"970","level1_520","58817","37406.828125,3139.251709,191232.203125"
"971","level1_521","58817","38313.167969,3138.250732,192141.031250"
"972","level1_522","58817","39558.878906,3140.252686,189862.484375"
"973","level1_523","58817","41175.773438,3141.250488,190067.406250"
"974","level4_99","58820","39800.574219,3140.252686,190594.484375"
"975","level2_222","58818","39782.027344,3191.741943,187927.953125"
"976","level2_223","58818","39023.210938,3174.765137,188027.359375"
"977","level3_133","58819","40716.957031,3138.229492,189197.921875"
"978","level1_524","58817","37833.433594,3134.585449,193785.906250"
"979","level1_525","58817","40919.582031,3142.251465,192969.218750"
"980","level1_526","58817","76158.281250,1421.029663,123214.148438"
"981","level1_527","58817","31759.503906,3838.702393,166566.375000"
"982","level2_224","58818","32242.156250,3925.964355,166922.109375"
"983","level1_528","58817","28282.691406,4133.453125,171546.843750"
"984","level1_529","58817","29377.716797,4211.206055,171331.171875"
"985","level3_134","58819","28698.269531,4118.365234,170790.671875"
"986","level4_100","58820","23811.404297,4085.684082,171185.781250"
"987","level2_225","58818","23132.734375,4068.459961,170888.140625"
"988","level3_135","58819","30200.939453,3839.355469,162542.140625"
"989","level1_530","58817","30500.873047,3741.192627,161838.968750"
"990","level1_531","58817","30839.910156,3910.040283,163009.812500"
"991","level1_532","58817","31462.322266,3975.002930,162935.578125"
"992","level1_533","58817","34770.277344,4307.229492,165206.515625"
"993","level1_534","58817","35493.851563,4317.233398,165264.703125"
"994","level3_136","58819","35030.230469,4317.855957,164414.125000"
"995","level2_226","58818","37904.875000,4615.548828,165344.562500"
"996","level2_227","58818","38134.402344,4703.549316,164531.062500"
"997","level1_535","58817","38526.601563,4804.150391,163901.140625"
"998","level1_536","58817","38847.417969,5275.624023,161001.093750"
"999","level1_537","58817","36021.316406,4615.044922,161367.312500"
"1000","level3_137","58819","40094.660156,5114.674316,162335.406250"
"1001","level2_228","58818","39284.695313,5113.322266,162175.515625"
"1002","level1_538","58817","31029.623047,3515.313721,158754.437500"
"1003","level2_229","58818","27067.400391,2903.408691,158696.000000"
"1004","level1_539","58817","27584.880859,2899.191406,158442.437500"
"1005","level4_101","58820","27325.435547,3061.724854,159849.125000"
"1006","level2_230","58818","28092.992188,3097.695801,159366.140625"
"1007","level1_540","58817","29656.396484,3390.747070,160063.093750"
"1008","level1_541","58817","25325.011719,3036.688232,160893.765625"
"1009","level1_542","58817","24031.134766,3184.463379,161264.656250"
"1010","level1_543","58817","24940.546875,3156.515625,162746.390625"
"1011","level1_544","58817","21695.148438,3246.365234,159482.406250"
"1012","level1_545","58817","20622.082031,3274.945068,159072.453125"
"1013","level1_546","58817","20618.820313,3319.708252,160271.750000"
"1014","level2_231","58818","20187.126953,3380.959961,160782.234375"
"1015","level3_138","58819","19313.486328,3406.533691,162433.250000"
"1016","level1_547","58817","17865.820313,3349.441406,162424.078125"
"1017","level2_232","58818","16615.349609,3201.132324,161911.468750"
"1018","level3_139","58819","15752.476563,3098.574707,162994.156250"
"1019","level3_140","58819","15759.152344,3083.624268,163699.828125"
"1020","level1_548","58817","15102.872070,3046.401855,163951.140625"
"1021","level1_549","58817","19222.507813,3210.314941,167723.750000"
"1022","level1_550","58817","58952.445313,2866.427734,96522.265625"
"1023","level1_551","58817","4022.379883,2878.481934,151702.781250"
"1024","level2_233","58818","19213.021484,3245.812988,166574.343750"
"1025","level3_141","58819","20399.082031,3349.618652,165286.296875"
"1026","level1_552","58817","21111.781250,3440.509033,164375.468750"
"1027","level1_553","58817","21035.589844,3467.184570,162611.625000"
"1028","level4_102","58820","22374.201172,3407.754395,162909.015625"
"1029","level4_103","58820","23757.175781,3261.035156,164205.437500"
"1030","level2_234","58818","24196.906250,3235.687256,163824.968750"
"1031","level1_554","58817","22551.031250,3392.382813,163997.234375"
"1032","level1_555","58817","26939.658203,3268.511963,166022.000000"
"1033","level2_235","58818","26258.187500,3177.246094,164133.171875"
"1034","level2_236","58818","27397.470703,3323.794434,166018.625000"
"1035","level1_556","58817","28488.097656,3348.059082,164951.953125"
"1036","level1_557","58817","28441.591797,3319.229004,164181.765625"
"1037","level3_142","58819","27347.833984,4092.886230,171878.593750"
"1038","level2_237","58818","26657.968750,3067.263672,160375.531250"
"1039","level1_558","58817","23257.583984,3153.051758,159654.859375"
"1040","level1_559","58817","24059.886719,3158.181641,160040.343750"
"1041","level1_560","58817","25414.087891,3331.622314,167139.531250"
"1042","level1_561","58817","25655.974609,3437.002441,168037.375000"
"1043","level4_104","58820","26588.785156,3484.643555,167657.328125"
"1044","level3_143","58819","30948.697266,3992.397949,168268.500000"
"1045","level1_562","58817","36848.726563,4800.743164,162161.843750"
"1046","level1_563","58817","54075.941406,2817.913818,173064.031250"
"1047","level3_144","58819","38120.105469,3140.252686,189416.718750"
"1048","level2_238","58818","38111.570313,355.471802,111244.570313"
"1049","level1_564","58817","38552.484375,358.425903,111367.484375"
"1050","level3_145","58819","104362.265625,1257.546997,47274.007813"
"1051","level1_565","58817","12201.818359,210.290527,125872.390625"
"1052","level1_566","58817","12005.291016,1241.457397,126381.687500"
"1053","level1_567","58817","60741.593750,1671.008301,118002.789063"
"1054","level2_239","58818","12420.682617,1241.861572,126288.632813"
"1055","level2_240","58818","15178.325195,374.188232,126286.062500"
"1056","level2_241","58818","16158.205078,386.221313,126635.617188"
"1057","level3_146","58819","15566.655273,1346.766479,127174.281250"
"1058","level4_105","58820","15228.534180,1953.254639,128239.601563"
"1059","level1_568","58817","15734.656250,2003.677979,127881.234375"
"1060","level1_569","58817","17722.414063,238.662720,84639.406250"
"1061","level2_242","58818","22545.056641,255.728149,128856.382813"
"1062","level1_570","58817","20361.708984,202.865601,126272.804688"
"1063","level2_243","58818","13531.269531,210.379028,127662.179688"
"1064","level2_244","58818","13145.744141,225.381470,127613.609375"
"1065","level3_147","58819","51649.328125,1332.284546,145894.343750"
"1066","level3_148","58819","82834.656250,3827.175781,102727.804688"
"1067","level2_245","58818","170619.062500,7275.036621,120179.796875"
"1068","level1_571","58817","168537.734375,8366.732422,139631.796875"
"1069","level1_572","58817","166573.468750,8450.103516,141282.937500"
"1070","level4_106","58820","167834.578125,6268.388672,137401.640625"
"1071","level2_246","58818","188189.578125,11367.152344,167809.343750"
"1072","level4_107","58820","188550.515625,11371.686523,167558.890625"
"1073","level2_247","58818","190140.015625,11705.763672,24150.964844"
"1074","level2_248","58818","190079.484375,11685.690430,24884.246094"
"1075","level4_108","58820","189549.703125,11695.452148,24403.613281"
"1076","","59145","78776.671875,2245.629883,13910.186523"
"1077","","59145","95302.609375,886.358643,21984.742188"
"1078","","59145","192327.171875,2272.795166,7621.122559"
"1079","","59147","194176.531250,2509.748779,8856.214844"
"1080","","59146","196359.562500,2258.465576,6867.791016"
"1081","","59146","165293.281250,4286.535645,6055.222656"
"1082","","59146","159366.906250,3235.668945,6854.674316"
"1083","","59146","175341.953125,7162.507813,6547.064453"
"1084","","59146","184874.828125,5570.261230,2477.476807"
"1085","","59145","183761.640625,5570.260742,3558.940186"
"1086","","59147","183497.328125,7178.794922,3219.824219"
"1087","","59147","136872.625000,1627.343750,12395.971680"
"1088","","59147","131084.296875,2498.550293,17467.957031"
"1089","","59147","119468.726563,1423.184204,25484.203125"
"1090","","59145","138791.093750,900.064087,27362.078125"
"1091","","59145","139931.656250,198.196411,30654.292969"
"1092","","59147","137996.187500,266.122437,32256.574219"
"1093","","59145","142584.218750,-297.979736,48826.187500"
"1094","","59146","172858.734375,7103.359863,41010.835938"
"1095","","59145","185569.906250,10620.547852,32812.167969"
"1096","","59147","184569.109375,14780.226563,21270.806641"
"1097","","59147","197843.718750,15325.612305,29786.605469"
"1098","","59146","201206.593750,15299.467773,29774.613281"
"1099","","59147","193316.046875,15094.085938,47419.500000"
"1100","","59147","185769.000000,-298.655701,59061.554688"
"1101","","59147","163507.078125,4045.138672,78214.632813"
"1102","","59146","179635.109375,4838.088867,94845.406250"
"1103","level1_573","58817","179815.015625,4832.037109,94805.492188"
"1104","level3_149","58819","180480.343750,5741.549805,94309.109375"
"1105","level2_249","58818","181511.640625,4829.470703,96300.875000"
"1106","level1_574","58817","192209.937500,8292.638672,102836.812500"
"1107","level2_250","58818","192763.015625,9161.541992,102206.156250"
"1108","level4_109","58820","193072.437500,8388.864258,103393.531250"
"1109","level3_150","58819","190943.640625,9118.280273,104325.742188"
"1110","","59145","191346.281250,8412.275391,98620.929688"
"1111","level2_251","58818","191511.296875,8412.275391,97260.273438"
"1112","","59147","184147.703125,5074.389648,103028.218750"
"1113","","59147","151695.703125,8157.115234,104550.148438"
"1114","","59145","139034.015625,7139.401367,91232.468750"
"1115","","59145","132450.968750,8219.834961,138161.078125"
"1116","","59147","85708.414063,1695.462036,112741.234375"
"1117","","59147","52806.855469,3233.081055,86070.046875"
"1118","","59145","36369.070313,3188.906738,68606.156250"
"1119","","59145","23869.046875,1124.948120,73424.976563"
"1120","","59147","14888.177734,895.275879,79018.554688"
"1121","","59146","16931.736328,432.424927,120185.703125"
"1122","","59146","30757.611328,840.179443,121188.710938"
"1123","","59147","26752.007813,380.337524,123796.468750"
"1124","","59145","24717.710938,694.662476,96126.765625"
"1125","","59147","40856.441406,1445.703125,99026.968750"
"1126","","59146","46712.468750,1264.624023,142761.531250"
"1127","","59146","54486.152344,1403.421021,139574.531250"
"1128","","59147","78473.890625,3344.561768,153757.781250"
"1129","","59147","89107.203125,3182.342529,166832.171875"
"1130","","59147","88995.156250,4162.258789,173955.046875"
"1131","","59145","88195.101563,4277.422852,174344.609375"
"1132","level3_151","58819","93324.804688,3413.357422,171096.000000"
"1133","","59146","102321.210938,3244.760986,181586.187500"
"1134","","59147","119360.937500,5033.282227,189561.359375"
"1135","","59147","142095.734375,6091.389648,176310.484375"
"1136","","59145","140306.281250,6135.853516,173569.531250"
"1137","","59145","138386.359375,7282.538086,166586.031250"
"1138","level3_152","58819","140249.640625,7542.683594,168852.687500"
"1139","level1_575","58817","145748.187500,6634.551758,169299.859375"
"1140","level1_576","58817","170082.640625,4343.209961,176790.718750"
"1141","level1_577","58817","170388.609375,4314.724609,176143.890625"
"1142","level2_252","58818","159880.218750,5527.670898,164321.578125"
"1143","","59147","165855.984375,6491.799805,159687.140625"
"1144","","59147","173848.250000,5795.269531,168241.656250"
"1145","","59145","188561.718750,13807.381836,190140.734375"
"1146","","59147","193820.343750,12666.317383,185928.812500"
"1147","","59147","187486.578125,10344.944336,166670.343750"
"1148","level2_253","58818","182645.343750,8147.167969,141819.203125"
"1149","level1_578","58817","182264.390625,8147.949219,141902.312500"
"1150","","59147","180486.906250,8399.758789,140267.515625"
"1151","","59147","172229.093750,7882.879883,128333.437500"
"1152","","59145","147152.312500,10184.255859,126882.851563"
"1153","","59147","136063.125000,7912.532227,123942.820313"
"1154","","59146","89790.171875,4991.844238,95841.773438"
"1155","","59146","32043.722656,924.124146,40311.996094"
"1156","","59146","32646.121094,839.468384,32340.726563"
"1157","","59146","20257.746094,645.706177,26118.093750"
"1158","","59146","20600.675781,679.794312,14541.902344"
"1159","","59146","13558.976563,757.458496,12786.797852"
"1160","","59147","29946.550781,813.442993,13813.641602"
"1161","","59147","35587.398438,716.375732,16692.490234"
"1162","","59147","20500.515625,931.225586,34837.140625"
"1163","","59147","62184.527344,234.478760,54416.417969"
"1164","","59147","115602.648438,-797.106934,81771.773438"
"1165","","59145","112668.765625,1252.624512,77180.765625"
"1166","","59147","112144.960938,1149.005127,66388.070313"
"1167","","59147","115634.328125,1539.950562,30531.167969"
"1168","","59146","169204.718750,7141.012695,111280.007813"
"1169","","59145","156892.015625,7475.439453,141909.421875"
"1170","","59147","134675.984375,6778.500488,93441.257813"
"1171","","59147","107428.554688,1154.788208,48959.605469"
"1172","","59147","107649.281250,1539.166260,32959.777344"
"1173","","59147","85402.640625,1984.176636,21523.052734"
"1174","","59145","59402.820313,1718.197632,33924.121094"
"1175","","59145","33936.773438,3123.773193,65091.003906"
"1176","","59145","20846.445313,206.109619,84919.320313"
"1177","","59147","19932.449219,459.185791,102761.789063"
"1178","","59146","140947.343750,1552.609253,60921.828125"
"1179","","59146","104766.015625,1227.023315,47567.023438"
"1180","","59146","15433.257813,626.895142,20069.101563"
"1181","","59147","16296.147461,477.044678,24919.513672"
"1182","","59145","27729.888672,948.843384,29951.089844"
"1183","","59146","34969.746094,941.687012,37868.503906"
"1184","","59146","22600.136719,1035.922241,39264.601563"
"1185","","59146","34097.750000,1217.111206,7607.459961"
"1186","","59146","30897.730469,1366.876221,7735.468262"
"1187","","59147","60530.621094,204.971313,59981.828125"
"1188","","59147","62550.683594,216.516113,63418.261719"
"1189","","59147","74667.703125,1422.378540,63440.894531"
"1190","","59146","73861.007813,1407.601929,62502.000000"
"1191","","59146","62832.898438,213.803101,62750.257813"
"1192","","59146","58515.535156,208.853195,59670.375000"
"1193","","59145","58458.433594,203.970337,57390.226563"
"1194","","59145","89182.382813,1464.727783,49005.156250"
"1195","","59147","99762.976563,1239.855957,76455.734375"
"1196","","59147","110577.976563,1554.870605,91289.671875"
"1197","","59147","102942.593750,1362.451172,106440.171875"
"1198","","59147","92255.234375,293.096924,113430.765625"
"1199","","59147","77015.476563,1444.583130,122101.078125"
"1200","","59147","56725.859375,2090.222168,123273.984375"
"1201","","59145","41004.917969,611.944580,113845.070313"
"1202","","59146","121860.695313,7800.106934,132509.406250"
"1203","","59146","131098.015625,7793.026855,126161.484375"
"1204","","59147","159679.687500,7441.946289,141141.718750"
"1205","","59146","176993.937500,8894.393555,158384.125000"
"1206","","59147","187566.984375,10246.766602,166037.078125"
"1207","","59147","184355.156250,8555.121094,178237.593750"
"1208","","59147","160833.359375,4268.948242,180014.093750"
"1209","","59146","122771.640625,-1200.991821,64664.390625"
"1210","","59145","133946.015625,-531.948853,75470.992188"
"1211","","59145","189619.203125,7033.941406,108988.406250"
"1212","","59145","178164.046875,8293.082031,126478.062500"
"1213","","59145","96367.679688,942.007446,132213.765625"
"1214","","59145","59531.335938,2848.840332,96318.945313"
"1215","","59147","21681.552734,424.359131,80342.453125"
"1216","","59145","42904.656250,1872.967529,76790.125000"
"1217","","59145","60859.160156,1676.950073,119113.406250"
"1218","","59145","88214.804688,3177.597168,165415.765625"
"1219","","59146","119148.570313,5144.314453,190314.125000"
"1220","","59146","126259.078125,5105.236816,173378.843750"
"1221","","59147","160689.140625,3930.902100,176673.328125"
"1222","","59147","153352.171875,8135.885742,140738.375000"
"1223","","59147","142950.203125,7620.239258,101697.265625"
"1224","","59147","62017.011719,4774.971191,79689.562500"
"1225","","59147","65750.640625,1249.682617,45083.628906"
"1226","","59147","81470.781250,1818.908691,36838.554688"
"1227","level5_1","59234","5823.684082,185.336304,167127.109375"
"1228","level5_2","59234","17812.580078,548.370361,106275.062500"
"1229","level5_3","59234","19836.472656,465.722656,102896.632813"
"1230","level5_4","59234","22975.181641,539.660645,97305.679688"
"1231","level5_5","59234","23537.412109,660.931396,92860.468750"
"1232","level5_6","59234","17854.677734,354.934692,85907.773438"
"1233","level5_7","59234","16392.914063,782.565308,81780.187500"
"1234","level5_8","59234","15456.716797,893.383789,78040.296875"
"1235","level5_9","59234","23388.648438,1029.602051,74236.328125"
"1236","level5_10","59234","26795.699219,1644.345093,68513.343750"
"1237","level5_11","59234","25202.279297,884.201050,59639.601563"
"1238","level5_12","59234","22098.650391,1079.174805,57065.269531"
"1239","level5_13","59234","25348.330078,1399.526978,52928.859375"
"1240","level5_14","59234","32267.025391,1738.073730,56484.691406"
"1241","level5_15","59234","38193.964844,1980.810547,59195.421875"
"1242","level5_16","59234","33817.898438,3088.198730,65499.785156"
"1243","level5_17","59234","29338.564453,1059.350586,79253.562500"
"1244","level5_18","59234","43218.187500,1817.926025,96194.109375"
"1245","level5_19","59234","62410.578125,1708.822632,119010.226563"
"1246","level5_20","59234","76854.421875,1408.499146,123502.343750"
"1247","level5_21","59234","86776.132813,1053.079224,123007.687500"
"1248","level5_22","59234","96127.718750,886.871338,124449.984375"
"1249","level5_23","59234","91661.656250,865.148926,131410.656250"
"1250","level5_24","59234","113332.984375,434.722900,136902.171875"
"1251","level5_25","59234","105880.140625,547.583008,132571.843750"
"1252","level5_26","59234","100853.671875,918.948364,144404.375000"
"1253","level5_27","59234","90837.984375,2980.307129,167323.281250"
"1254","level5_28","59234","89207.789063,3265.500000,167536.953125"
"1255","level5_29","59234","90435.226563,5123.166016,184974.187500"
"1256","level5_30","59234","75275.070313,2809.881592,180168.015625"
"1257","level5_31","59234","93947.062500,3812.512207,177381.750000"
"1258","level5_32","59234","121592.531250,7264.941406,156181.671875"
"1259","level5_33","59234","111133.218750,500.601196,129153.609375"
"1260","level5_34","59234","104789.750000,741.650391,117603.125000"
"1261","level5_35","59234","107480.703125,1243.374634,101311.312500"
"1262","level5_36","59234","97086.273438,1412.292480,96228.531250"
"1263","level5_37","59234","97134.101563,1179.492188,80847.734375"
"1264","level5_38","59234","96646.968750,1443.969727,65769.742188"
"1265","level5_39","59234","81968.953125,1953.936768,72238.375000"
"1266","level5_40","59234","63559.019531,2865.304688,99669.265625"
"1267","level5_41","59234","84235.132813,1306.546021,128582.960938"
"1268","level5_42","59234","84128.656250,1884.848022,138724.234375"
"1269","level5_43","59234","76265.328125,851.101685,142572.703125"
"1270","level5_44","59234","72942.843750,792.864990,132681.562500"
"1271","level5_45","59234","68401.539063,1145.230103,126946.664063"
"1272","level5_46","59234","59275.312500,2988.944336,95806.437500"
"1273","level5_47","59234","57129.722656,3792.024170,84244.156250"
"1274","level5_48","59234","45567.480469,1683.139038,67114.687500"
"1275","level5_49","59234","35593.089844,1121.099854,48905.742188"
"1276","level5_50","59234","28164.517578,1292.349243,51356.769531"
"1277","level5_51","59234","140461.578125,-366.625977,47332.710938"
"1278","level5_52","59234","129147.398438,770.123291,38676.085938"
"1279","level5_53","59234","122517.296875,-1091.943359,42145.117188"
"1280","level5_54","59234","121529.343750,-853.305054,52782.726563"
"1281","level5_55","59234","121767.671875,-809.854126,53404.261719"
"1282","level5_56","59234","120887.406250,-758.770752,53313.941406"
"1283","level5_57","59234","156495.000000,2746.154785,74137.804688"
"1284","level5_58","59234","164443.609375,4235.134766,80244.593750"
"1285","level5_59","59234","177335.609375,4936.877441,105256.531250"
"1286","level5_60","59234","171666.875000,7674.569824,114844.140625"
"1287","level5_61","59234","168901.218750,8273.657227,132011.421875"
"1288","level5_62","59234","172436.625000,8076.577637,129129.617188"
"1289","level5_63","59234","180152.312500,8410.125977,139691.828125"
"1290","level5_64","59234","177563.468750,8883.816406,159135.515625"
"1291","level5_65","59234","177111.062500,8910.583984,158242.046875"
"1292","level5_66","59234","168355.515625,8647.992188,148055.031250"
"1293","level5_67","59234","153869.343750,12848.530273,114192.492188"
"1294","level5_68","59234","153331.609375,12975.208984,114245.984375"
"1295","level5_69","59234","153109.765625,12950.137695,114669.437500"
"1296","level5_70","59234","149728.687500,13252.679688,111032.968750"
"1297","level5_71","59234","142835.015625,7251.425293,95838.632813"
"1298","level5_72","59234","139311.281250,7090.246582,94570.398438"
"1299","level5_73","59234","133359.312500,6925.726563,92415.546875"
"1300","level5_74","59234","130995.945313,6763.090332,95863.296875"
"1301","level5_75","59234","120404.382813,7120.894043,101345.609375"
"1302","level5_76","59234","122702.867188,6837.965332,108656.906250"
"1303","level5_77","59234","122476.929688,6995.548828,119833.164063"
"1304","level5_78","59234","129268.015625,7690.543945,117726.171875"
"1305","level5_79","59234","155456.828125,8180.648926,138319.218750"
"1306","level5_80","59234","127435.203125,467.974854,31804.509766"
"1307","level5_81","59234","120939.648438,1415.454102,33532.152344"
"1308","level5_82","59234","108735.156250,1693.173218,27116.714844"
"1309","level5_83","59234","109586.062500,1425.582886,34650.652344"
"1310","level5_84","59234","87110.640625,1448.944092,31596.148438"
"1311","level5_85","59234","73114.000000,2251.828125,22645.517578"
"1312","level5_86","59234","116476.820313,-807.733154,80822.843750"
"1313","level5_87","59234","113271.132813,-638.687134,83729.593750"
"1314","level5_88","59234","108768.625000,1002.182007,84887.171875"
"1315","level5_89","59234","106971.109375,1133.169556,94206.664063"
"1316","level5_90","59234","96535.085938,1431.964111,92188.109375"
"1317","level5_91","59234","99252.609375,1153.735352,100261.718750"
"1318","level5_92","59234","92772.750000,356.527710,114264.929688"
"1319","level5_93","59234","91139.234375,1312.716675,121253.281250"
"1320","level5_94","59234","102526.914063,1685.498047,157275.578125"
"1321","level5_95","59234","101695.117188,2235.247803,161348.531250"
"1322","level5_96","59234","78435.460938,5602.362305,162096.625000"
"1323","level5_97","59234","62285.863281,1138.040161,144791.687500"
"1324","level5_98","59234","62255.250000,1621.551514,121694.382813"
"1325","level5_99","59234","55395.671875,1733.981323,111491.921875"
"1326","level5_100","59234","59424.437500,2777.981445,103614.632813"
"1327","level5_101","59234","72943.843750,2603.933594,83852.406250"
"1328","level5_102","59234","80036.734375,2624.621582,78088.656250"
"1329","level5_103","59234","78460.132813,1784.677124,70963.093750"
"1330","level5_104","59234","90216.226563,2277.029297,74714.296875"
"1331","level5_105","59234","100424.906250,1251.266479,79480.710938"
"1332","level5_106","59234","112525.804688,1571.984863,87900.890625"
"1333","level5_107","59234","119979.968750,3644.525146,88604.664063"
"1334","level5_108","59234","128248.203125,-1175.753784,73019.320313"
"1335","level5_109","59234","122960.921875,-978.356934,67883.437500"
"1336","level5_110","59234","113595.351563,1392.950439,50414.453125"
"1337","level5_111","59234","103366.890625,1240.545654,35391.609375"
"1338","level5_112","59234","43626.625000,1733.099365,67951.375000"
"1339","level5_113","59234","35904.847656,3219.210938,68737.734375"
"1340","level5_114","59234","29274.566406,1130.657959,78563.156250"
"1341","level5_115","59234","25164.142578,753.640747,91791.421875"
"1342","level5_116","59234","25011.007813,699.804688,96444.796875"
"1343","level5_117","59234","25467.609375,595.159912,105994.179688"
"1344","level5_118","59234","26069.812500,723.275757,109111.023438"
"1345","level5_119","59234","19058.164063,433.862305,110644.742188"
"1346","level5_120","59234","19511.339844,249.002075,115087.671875"
"1347","level5_121","59234","36899.917969,11557.249023,138249.968750"
"1348","level5_122","59234","65802.250000,1454.461670,141869.234375"
"1349","level5_123","59234","99280.765625,561.285400,137886.328125"
"1350","level5_124","59234","151531.250000,9909.956055,131018.492188"
"1351","level5_125","59234","188057.171875,6895.602539,108030.078125"
"1352","level5_126","59234","187557.031250,4788.679688,97207.898438"
"1353","level5_127","59234","181394.609375,12177.205078,77282.656250"
"1354","level5_128","59234","159723.515625,305.053711,53840.515625"
"1355","level5_129","59234","166956.671875,331.454468,48398.253906"
"1356","level5_130","59234","172662.078125,42.042542,51216.058594"
"1357","level5_131","59234","176633.640625,-483.255005,49610.082031"
"1358","level5_132","59234","181204.546875,-174.902344,49838.789063"
"1359","level5_133","59234","180960.468750,-277.244568,53865.519531"
"1360","level5_134","59234","186772.390625,213.156128,54185.386719"
"1361","level5_135","59234","178183.406250,39.224243,48504.472656"
"1362","level5_136","59234","173561.234375,-339.099121,48269.292969"
"1363","level5_137","59234","146617.734375,-284.063721,54893.328125"
"1364","level5_138","59234","131503.765625,55.517578,59099.175781"
